eventType,eventTime,transactionTime,symbol,clientOrderId,side,type,timeInForce,origQty,price,avgPrice,stopPrice,executionType,orderStatus,orderId,lastFilledQty,cumulativeFilledQty,lastFilledPrice,commissionAsset,commissionAmount,orderTradeTime,tradeID,bidsNotional,asksNotional,isMarkerSide,isReduceOnly,workingType,isClosePosition,activationPrice,callbackRate,positionSide
ORDER_TRADE_UPDATE,1630971212687,1630971212680,ETHUSDT,ETHUSDT1630971212-cbacdc33,SELL,MARKET,GTC,0.001,0.0,3928.82,0.0,TRADE,FILLED,8389765506444920970,0.001,0.001,3928.82,USDT,0.00157152,1630971212680,1030093406,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630971321677,1630971321672,ETHUSDT,ETHUSDT1630971321-457292b9,SELL,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506445033960,0.0,0.0,0.0,,,1630971321672,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630971321677,1630971321672,ETHUSDT,ETHUSDT1630971321-457292b9,SELL,MARKET,GTC,0.001,0.0,3927.95,0.0,TRADE,FILLED,8389765506445033960,0.001,0.001,3927.95,USDT,0.00157118,1630971321672,1030097000,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630971322206,1630971322198,ETHUSDT,ETHUSDT1630971322-7644145a,SELL,MARKET,GTC,0.002,0.0,0.0,0.0,NEW,NEW,8389765506445034238,0.0,0.0,0.0,,,1630971322198,0,0.0,0.0,False,False,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630971322206,1630971322199,ETHUSDT,ETHUSDT1630971322-7644145a,SELL,MARKET,GTC,0.002,0.0,3927.95,0.0,TRADE,FILLED,8389765506445034238,0.002,0.002,3927.95,USDT,0.00314236,1630971322199,1030097002,0.0,0.0,False,False,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630971546178,1630971546173,ETHUSDT,ETHUSDT1630971546-1b5b6e10,BUY,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506445209854,0.0,0.0,0.0,,,1630971546173,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630971546178,1630971546173,ETHUSDT,ETHUSDT1630971546-1b5b6e10,BUY,MARKET,GTC,0.001,0.0,3927.46,0.0,TRADE,FILLED,8389765506445209854,0.001,0.001,3927.46,USDT,0.00157098,1630971546173,1030101501,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630972924183,1630972924179,ETHUSDT,ETHUSDT1630972924-15dc4561,BUY,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506446089150,0.0,0.0,0.0,,,1630972924179,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630972924183,1630972924179,ETHUSDT,ETHUSDT1630972924-15dc4561,BUY,MARKET,GTC,0.001,0.0,3927.39,0.0,TRADE,FILLED,8389765506446089150,0.001,0.001,3927.39,USDT,0.00157095,1630972924179,1030129050,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630972925305,1630972925300,ETHUSDT,ETHUSDT1630972925-ef0faaa4,BUY,MARKET,GTC,0.002,0.0,0.0,0.0,NEW,NEW,8389765506446090129,0.0,0.0,0.0,,,1630972925300,0,0.0,0.0,False,False,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630972925305,1630972925300,ETHUSDT,ETHUSDT1630972925-ef0faaa4,BUY,MARKET,GTC,0.002,0.0,3927.03,0.0,TRADE,FILLED,8389765506446090129,0.002,0.002,3927.03,USDT,0.00314162,1630972925300,1030129094,0.0,0.0,False,False,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630973127199,1630973127195,ETHUSDT,ETHUSDT1630973127-d96cceb8,SELL,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506446296219,0.0,0.0,0.0,,,1630973127195,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630973127199,1630973127195,ETHUSDT,ETHUSDT1630973127-d96cceb8,SELL,MARKET,GTC,0.001,0.0,3931.84,0.0,TRADE,FILLED,8389765506446296219,0.001,0.001,3931.84,USDT,0.00157273,1630973127195,1030139536,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630973880701,1630973880699,ETHUSDT,ETHUSDT1630973880-88ff5214,BUY,MARKET,GTC,0.002,0.0,0.0,0.0,NEW,NEW,8389765506446834759,0.0,0.0,0.0,,,1630973880699,0,0.0,0.0,False,False,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630973880701,1630973880699,ETHUSDT,ETHUSDT1630973880-88ff5214,BUY,MARKET,GTC,0.002,0.0,3919.76,0.0,TRADE,FILLED,8389765506446834759,0.002,0.002,3919.76,USDT,0.0031358,1630973880699,1030155845,0.0,0.0,False,False,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630975687698,1630975687691,ETHUSDT,ETHUSDT1630975687-54b9024f,SELL,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506448292113,0.0,0.0,0.0,,,1630975687691,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630975687698,1630975687691,ETHUSDT,ETHUSDT1630975687-54b9024f,SELL,MARKET,GTC,0.001,0.0,3904.22,0.0,TRADE,FILLED,8389765506448292113,0.001,0.001,3904.22,USDT,0.00156168,1630975687691,1030228373,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630975689225,1630975689220,ETHUSDT,ETHUSDT1630975689-8ade5591,SELL,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506448293744,0.0,0.0,0.0,,,1630975689220,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630975689225,1630975689220,ETHUSDT,ETHUSDT1630975689-8ade5591,SELL,MARKET,GTC,0.001,0.0,3905.02,0.0,TRADE,FILLED,8389765506448293744,0.001,0.001,3905.02,USDT,0.001562,1630975689220,1030228466,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630976220824,1630976220821,ETHUSDT,ETHUSDT1630976220-99f97f0e,BUY,MARKET,GTC,0.002,0.0,0.0,0.0,NEW,NEW,8389765506448700776,0.0,0.0,0.0,,,1630976220821,0,0.0,0.0,False,False,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630976220824,1630976220821,ETHUSDT,ETHUSDT1630976220-99f97f0e,BUY,MARKET,GTC,0.002,0.0,3899.61,0.0,TRADE,FILLED,8389765506448700776,0.002,0.002,3899.61,USDT,0.00311968,1630976220821,1030243257,0.0,0.0,False,False,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630976362202,1630976362194,ETHUSDT,ETHUSDT1630976362-bdd07226,SELL,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506448793421,0.0,0.0,0.0,,,1630976362194,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630976362202,1630976362194,ETHUSDT,ETHUSDT1630976362-bdd07226,SELL,MARKET,GTC,0.001,0.0,3901.99,0.0,TRADE,FILLED,8389765506448793421,0.001,0.001,3901.99,USDT,0.00156079,1630976362194,1030246802,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630976363197,1630976363191,ETHUSDT,ETHUSDT1630976363-823b2c3e,SELL,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506448794019,0.0,0.0,0.0,,,1630976363191,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630976363197,1630976363191,ETHUSDT,ETHUSDT1630976363-823b2c3e,SELL,MARKET,GTC,0.001,0.0,3902.13,0.0,TRADE,FILLED,8389765506448794019,0.001,0.001,3902.13,USDT,0.00156085,1630976363191,1030246823,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630977240705,1630977240699,ETHUSDT,ETHUSDT1630977240-87225cbd,SELL,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506449395449,0.0,0.0,0.0,,,1630977240699,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630977240705,1630977240699,ETHUSDT,ETHUSDT1630977240-87225cbd,SELL,MARKET,GTC,0.001,0.0,3904.14,0.0,TRADE,FILLED,8389765506449395449,0.001,0.001,3904.14,USDT,0.00156165,1630977240699,1030269775,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630977241237,1630977241232,ETHUSDT,ETHUSDT1630977241-fa10c05f,SELL,MARKET,GTC,0.002,0.0,0.0,0.0,NEW,NEW,8389765506449396053,0.0,0.0,0.0,,,1630977241232,0,0.0,0.0,False,False,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630977241237,1630977241232,ETHUSDT,ETHUSDT1630977241-fa10c05f,SELL,MARKET,GTC,0.002,0.0,3904.53,0.0,TRADE,FILLED,8389765506449396053,0.002,0.002,3904.53,USDT,0.00312362,1630977241232,1030269810,0.0,0.0,False,False,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630978214200,1630978214196,ETHUSDT,ETHUSDT1630978214-5e48bbbc,BUY,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506449897693,0.0,0.0,0.0,,,1630978214196,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630978214200,1630978214196,ETHUSDT,ETHUSDT1630978214-5e48bbbc,BUY,MARKET,GTC,0.001,0.0,3905.74,0.0,TRADE,FILLED,8389765506449897693,0.001,0.001,3905.74,USDT,0.00156229,1630978214196,1030291274,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630978406214,1630978406211,ETHUSDT,ETHUSDT1630978406-79a3fea9,BUY,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506450001682,0.0,0.0,0.0,,,1630978406211,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630978406215,1630978406212,ETHUSDT,ETHUSDT1630978406-79a3fea9,BUY,MARKET,GTC,0.001,0.0,3902.31,0.0,TRADE,FILLED,8389765506450001682,0.001,0.001,3902.31,USDT,0.00156092,1630978406212,1030295522,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630978406751,1630978406746,ETHUSDT,ETHUSDT1630978406-6be1f91b,BUY,MARKET,GTC,0.002,0.0,0.0,0.0,NEW,NEW,8389765506450002193,0.0,0.0,0.0,,,1630978406746,0,0.0,0.0,False,False,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630978406751,1630978406746,ETHUSDT,ETHUSDT1630978406-6be1f91b,BUY,MARKET,GTC,0.002,0.0,3902.31,0.0,TRADE,FILLED,8389765506450002193,0.002,0.002,3902.31,USDT,0.00312184,1630978406746,1030295526,0.0,0.0,False,False,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630978490697,1630978490690,ETHUSDT,ETHUSDT1630978490-0835596d,SELL,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506450060502,0.0,0.0,0.0,,,1630978490690,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630978490697,1630978490690,ETHUSDT,ETHUSDT1630978490-0835596d,SELL,MARKET,GTC,0.001,0.0,3906.36,0.0,TRADE,FILLED,8389765506450060502,0.001,0.001,3906.36,USDT,0.00156254,1630978490690,1030297267,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630978501713,1630978501709,ETHUSDT,ETHUSDT1630978501-5c489ee8,BUY,MARKET,GTC,0.002,0.0,0.0,0.0,NEW,NEW,8389765506450066024,0.0,0.0,0.0,,,1630978501709,0,0.0,0.0,False,False,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630978501713,1630978501709,ETHUSDT,ETHUSDT1630978501-5c489ee8,BUY,MARKET,GTC,0.002,0.0,3905.8,0.0,TRADE,FILLED,8389765506450066024,0.002,0.002,3905.8,USDT,0.00312464,1630978501709,1030297454,0.0,0.0,False,False,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630978506208,1630978506203,ETHUSDT,ETHUSDT1630978506-c3fa187c,SELL,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506450069782,0.0,0.0,0.0,,,1630978506203,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630978506209,1630978506203,ETHUSDT,ETHUSDT1630978506-c3fa187c,SELL,MARKET,GTC,0.001,0.0,3906.39,0.0,TRADE,FILLED,8389765506450069782,0.001,0.001,3906.39,USDT,0.00156255,1630978506203,1030297649,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630978507206,1630978507202,ETHUSDT,ETHUSDT1630978507-3f3b86b9,SELL,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506450070414,0.0,0.0,0.0,,,1630978507202,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630978507206,1630978507202,ETHUSDT,ETHUSDT1630978507-3f3b86b9,SELL,MARKET,GTC,0.001,0.0,3906.39,0.0,TRADE,FILLED,8389765506450070414,0.001,0.001,3906.39,USDT,0.00156255,1630978507202,1030297675,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630978860692,1630978860687,ETHUSDT,ETHUSDT1630978860-77980fc8,SELL,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506450253238,0.0,0.0,0.0,,,1630978860687,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630978860692,1630978860687,ETHUSDT,ETHUSDT1630978860-77980fc8,SELL,MARKET,GTC,0.001,0.0,3913.34,0.0,TRADE,FILLED,8389765506450253238,0.001,0.001,3913.34,USDT,0.00156533,1630978860687,1030304480,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630978861220,1630978861215,ETHUSDT,ETHUSDT1630978861-82e2041c,SELL,MARKET,GTC,0.002,0.0,0.0,0.0,NEW,NEW,8389765506450253962,0.0,0.0,0.0,,,1630978861215,0,0.0,0.0,False,False,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630978861220,1630978861215,ETHUSDT,ETHUSDT1630978861-82e2041c,SELL,MARKET,GTC,0.002,0.0,3913.96,0.0,TRADE,FILLED,8389765506450253962,0.002,0.002,3913.96,USDT,0.00313116,1630978861215,1030304591,0.0,0.0,False,False,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630979613179,1630979613175,ETHUSDT,ETHUSDT1630979613-1cbb1c17,BUY,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506450742971,0.0,0.0,0.0,,,1630979613175,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630979613179,1630979613175,ETHUSDT,ETHUSDT1630979613-1cbb1c17,BUY,MARKET,GTC,0.001,0.0,3913.42,0.0,TRADE,FILLED,8389765506450742971,0.001,0.001,3913.42,USDT,0.00156536,1630979613175,1030323619,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630982401204,1630982401199,ETHUSDT,ETHUSDT1630982401-21b7e327,BUY,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506452593168,0.0,0.0,0.0,,,1630982401199,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630982401204,1630982401199,ETHUSDT,ETHUSDT1630982401-21b7e327,BUY,MARKET,GTC,0.001,0.0,3940.99,0.0,TRADE,FILLED,8389765506452593168,0.001,0.001,3940.99,USDT,0.00157639,1630982401199,1030408569,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630982402301,1630982402295,ETHUSDT,ETHUSDT1630982402-50266ed9,BUY,MARKET,GTC,0.002,0.0,0.0,0.0,NEW,NEW,8389765506452594071,0.0,0.0,0.0,,,1630982402295,0,0.0,0.0,False,False,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630982402301,1630982402295,ETHUSDT,ETHUSDT1630982402-50266ed9,BUY,MARKET,GTC,0.002,0.0,3940.56,0.0,TRADE,FILLED,8389765506452594071,0.002,0.002,3940.56,USDT,0.00315244,1630982402295,1030408608,0.0,0.0,False,False,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630982734686,1630982734681,ETHUSDT,ETHUSDT1630982734-a2de681e,SELL,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506452780489,0.0,0.0,0.0,,,1630982734681,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630982734686,1630982734681,ETHUSDT,ETHUSDT1630982734-a2de681e,SELL,MARKET,GTC,0.001,0.0,3945.04,0.0,TRADE,FILLED,8389765506452780489,0.001,0.001,3945.04,USDT,0.00157801,1630982734681,1030416298,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630984689696,1630984689690,ETHUSDT,ETHUSDT1630984689-acaf1510,SELL,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506453955154,0.0,0.0,0.0,,,1630984689690,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630984689696,1630984689690,ETHUSDT,ETHUSDT1630984689-acaf1510,SELL,MARKET,GTC,0.001,0.0,3941.57,0.0,TRADE,FILLED,8389765506453955154,0.001,0.001,3941.57,USDT,0.00157662,1630984689690,1030460769,0.0,0.0,False,True,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630984690836,1630984690829,ETHUSDT,ETHUSDT1630984690-e1dd43a6,SELL,MARKET,GTC,0.002,0.0,0.0,0.0,NEW,NEW,8389765506453956508,0.0,0.0,0.0,,,1630984690829,0,0.0,0.0,False,False,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630984690836,1630984690829,ETHUSDT,ETHUSDT1630984690-e1dd43a6,SELL,MARKET,GTC,0.002,0.0,3941.0,0.0,TRADE,FILLED,8389765506453956508,0.002,0.002,3941.0,USDT,0.0031528,1630984690829,1030460830,0.0,0.0,False,False,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630984764192,1630984764187,ETHUSDT,ETHUSDT1630984764-4fe8efab,BUY,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506454003787,0.0,0.0,0.0,,,1630984764187,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630984764192,1630984764187,ETHUSDT,ETHUSDT1630984764-4fe8efab,BUY,MARKET,GTC,0.001,0.0,3937.5,0.0,TRADE,FILLED,8389765506454003787,0.001,0.001,3937.5,USDT,0.001575,1630984764187,1030462368,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630984920674,1630984920668,ETHUSDT,ETHUSDT1630984920-601b2790,BUY,MARKET,GTC,0.001,0.0,0.0,0.0,NEW,NEW,8389765506454109776,0.0,0.0,0.0,,,1630984920668,0,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630984920674,1630984920668,ETHUSDT,ETHUSDT1630984920-601b2790,BUY,MARKET,GTC,0.001,0.0,3935.85,0.0,TRADE,FILLED,8389765506454109776,0.001,0.001,3935.85,USDT,0.00157434,1630984920668,1030465884,0.0,0.0,False,True,CONTRACT_PRICE,False,,,SHORT
ORDER_TRADE_UPDATE,1630984921206,1630984921200,ETHUSDT,ETHUSDT1630984921-9f2a4b48,BUY,MARKET,GTC,0.002,0.0,0.0,0.0,NEW,NEW,8389765506454110006,0.0,0.0,0.0,,,1630984921200,0,0.0,0.0,False,False,CONTRACT_PRICE,False,,,LONG
ORDER_TRADE_UPDATE,1630984921206,1630984921200,ETHUSDT,ETHUSDT1630984921-9f2a4b48,BUY,MARKET,GTC,0.002,0.0,3935.85,0.0,TRADE,FILLED,8389765506454110006,0.002,0.002,3935.85,USDT,0.00314868,1630984921200,1030465889,0.0,0.0,False,False,CONTRACT_PRICE,False,,,LONG
